name,community_no,n_nodes,n_edges,density,transitivity,distance,top_degree_in,top_degree_out,top_betweenness,n_Application,n_PlugIn,n_ProgrammingEnvironment,n_OperatingSystem,p_Application,p_PlugIn,p_ProgrammingEnvironment,p_OperatingSystem,topconcepts_names,topconcepts_p
community_no: 23,23,3,6,1,0.6666666666666666,1,iTeva;Alogps;MultiPak,iTeva;Alogps;MultiPak,iTeva;Alogps;MultiPak,3,0,0,0,1,0,0,0,medicine;biochemistry_genetics_and_molecular_biology;computer_science;chemistry;chemical_engineering;medicine;biochemistry_genetics_and_molecular_biology;computer_science;chemistry;chemical_engineering;medicine;biochemistry_genetics_and_molecular_biology;computer_science;chemistry;chemical_engineering,0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07
community_no: 24,24,2,2,1,0,1,TreeDyn;OHM,TreeDyn;OHM,TreeDyn;OHM,2,0,0,0,1,0,0,0,biochemistry_genetics_and_molecular_biology;biochemistry_genetics_and_molecular_biology;medicine;agricultural_and_biological_sciences;neuroscience;computer_science;mathematics;environmental_science;immunology_and_microbiology;pharmacology_toxicology_and_pharmaceutics;chemistry;physics_and_astronomy;social_sciences;NA;veterinary;health_professions;chemical_engineering;engineering;nursing;materials_science;multidisciplinary;psychology;medicine;agricultural_and_biological_sciences;neuroscience;computer_science;mathematics;environmental_science;immunology_and_microbiology;pharmacology_toxicology_and_pharmaceutics;chemistry;physics_and_astronomy;social_sciences;NA;veterinary;health_professions;chemical_engineering;engineering;nursing;materials_science;multidisciplinary;psychology,0.5;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
community_no: 25,25,2,2,1,0,1,PhyloGibbs;PhyloGibbs-MP,PhyloGibbs;PhyloGibbs-MP,PhyloGibbs;PhyloGibbs-MP,1,1,0,0,0.5,0.5,0,0,biochemistry_genetics_and_molecular_biology;agricultural_and_biological_sciences;neuroscience;computer_science;mathematics;environmental_science;biochemistry_genetics_and_molecular_biology;agricultural_and_biological_sciences;neuroscience;computer_science;mathematics;environmental_science,0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
community_no: 26,26,2,2,1,0,1,MSACompro;MSAProbs,MSACompro;MSAProbs,MSACompro;MSAProbs,2,0,0,0,1,0,0,0,biochemistry_genetics_and_molecular_biology;computer_science;mathematics;biochemistry_genetics_and_molecular_biology;computer_science;mathematics,0.17;0.17;0.17;0.17;0.17;0.17
community_no: 27,27,2,2,1,0,1,GAMESS;FragIt,GAMESS;FragIt,GAMESS;FragIt,2,0,0,0,1,0,0,0,medicine;biochemistry_genetics_and_molecular_biology;agricultural_and_biological_sciences;medicine;biochemistry_genetics_and_molecular_biology;agricultural_and_biological_sciences,0.17;0.17;0.17;0.17;0.17;0.17
community_no: 28,28,2,2,1,0,1,Prot̩g̩;OntoFox,Prot̩g̩;OntoFox,Prot̩g̩;OntoFox,2,0,0,0,1,0,0,0,medicine;biochemistry_genetics_and_molecular_biology;agricultural_and_biological_sciences;medicine;biochemistry_genetics_and_molecular_biology;agricultural_and_biological_sciences,0.17;0.17;0.17;0.17;0.17;0.17
community_no: 29,29,2,2,1,0,1,Skeeter Buster;CIMSiM,Skeeter Buster;CIMSiM,Skeeter Buster;CIMSiM,2,0,0,0,1,0,0,0,medicine;biochemistry_genetics_and_molecular_biology;agricultural_and_biological_sciences;medicine;biochemistry_genetics_and_molecular_biology;agricultural_and_biological_sciences,0.17;0.17;0.17;0.17;0.17;0.17
community_no: 30,30,2,2,1,0,1,CloVR-ITS;CloVR,CloVR-ITS;CloVR,CloVR-ITS;CloVR,1,1,0,0,0.5,0.5,0,0,medicine;immunology_and_microbiology;medicine;immunology_and_microbiology,0.25;0.25;0.25;0.25
community_no: 31,31,2,2,1,0,1,Sente;Endnote,Sente;Endnote,Sente;Endnote,2,0,0,0,1,0,0,0,medicine;biochemistry_genetics_and_molecular_biology;agricultural_and_biological_sciences;medicine;biochemistry_genetics_and_molecular_biology;agricultural_and_biological_sciences,0.17;0.17;0.17;0.17;0.17;0.17
community_no: 32,32,2,2,1,0,1,WinBugs;R2WinBUGS,WinBugs;R2WinBUGS,WinBugs;R2WinBUGS,1,1,0,0,0.5,0.5,0,0,medicine;biochemistry_genetics_and_molecular_biology;agricultural_and_biological_sciences;medicine;biochemistry_genetics_and_molecular_biology;agricultural_and_biological_sciences,0.17;0.17;0.17;0.17;0.17;0.17
community_no: 33,33,2,2,1,0,1,Pong;Stella,Pong;Stella,Pong;Stella,2,0,0,0,1,0,0,0,medicine;biochemistry_genetics_and_molecular_biology;agricultural_and_biological_sciences;medicine;biochemistry_genetics_and_molecular_biology;agricultural_and_biological_sciences,0.17;0.17;0.17;0.17;0.17;0.17
community_no: 34,34,2,2,1,0,1,Bitbucket;LAILAPS-QSM,Bitbucket;LAILAPS-QSM,Bitbucket;LAILAPS-QSM,2,0,0,0,1,0,0,0,biochemistry_genetics_and_molecular_biology;agricultural_and_biological_sciences;neuroscience;computer_science;mathematics;environmental_science;biochemistry_genetics_and_molecular_biology;agricultural_and_biological_sciences;neuroscience;computer_science;mathematics;environmental_science,0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
